	c	e	g	l	m	n	r	x	i
5373	4.6	0	1.7	0.9	0	4.3	1.4	0	0
539	-1	-1	-1	-1	-1	-1	-1	-1	-1
53904	2.8	0	0	0	0	0.6	0	0.5	0
53905	1.3	1.7	0	0	1.7	1.5	5.0	0	0
53919	0	0	0	0	0	0.9	0	0	0
53938	2.5	0.8	0	0	0.4	5.0	0	0	0
53944	4.5	0	0	0	0	3.8	0	0	0
53947	1.7	1.0	5.0	0	1.6	0.3	0.6	0.8	0
54	4.5	3.2	0.7	5.0	0.9	2.8	1.2	0	0
54020	1.5	0	0	0	0	1.5	5.0	0	0
5406	1.1	5.0	0	0	0.6	1.2	0.8	0.7	0
5407	0.5	4.5	0	0	0	0.5	0	0	0
5408	-1	-1	-1	-1	-1	-1	-1	-1	-1
5409	4.1	0.9	0	0	0.6	2.0	0	0	0
54101	3.5	0	0	0	0	2.1	0	0	0
54107	1.4	0	0	0	0	5.0	0	0	0
54187	4.5	0.6	0	0	0	2.3	0.2	0	0
5422	4.5	0	0	0	1.4	5.0	0	0	0
5423	2.9	1.6	0	0	1.1	5.0	0	0	0
5424	4.5	0	0	0	0.7	5.0	0	0	0
5425	0.9	0	0	0	1.5	4.5	0	0.3	0
5426	2.2	0	0	0	0.5	5.0	0	0.3	0
5427	0	0	0	0	2.7	5.0	0	1.0	0
5428	0.7	0	0	0	4.8	1.7	0	0	0
5429	4.5	0.7	0	0	0	4.6	0	0	0
5430	2.6	0	0	0	0.9	5.0	0	0	0
5431	1.8	0	0	0	1.3	5.0	0	0	0
5432	4.3	0	0	0	0	5.0	0	0	0
5433	4.5	0	0	0	0	5.0	0	0	0
5434	4.3	0	0	0	0	5.0	0	0.9	0
54344	0.4	1.7	0	0	0.8	0	5.0	0.4	0
5435	4.3	0.8	0	0	0	5.0	0	0	0
5436	0.6	0	0	0	0	5.0	0	0.3	0
54363	4.5	0.9	0	0	1.2	1.7	0	5.0	0
5437	4.1	0	0	0	0	5.0	0	0	0
5438	0	2.7	0	0	0	5.0	0	0	0
5439	2.0	0.4	0	0	0	5.0	0	0	0
5440	4.0	2.3	0	0	0.3	5.0	0	0	0
54407	0	0.7	0.2	0.5	0	0.6	0.8	1.9	0
5441	4.3	1.0	0	0	0	5.0	0	0	0
54414	2.1	5.0	0	4.0	0	1.8	1.4	0	0
5442	1.0	0	0	0	5.0	2.0	0	0	0
54434	4.0	0	0	0	0.9	2.5	0	0	0
5446	0	4.6	0	0	1.1	1.8	2.1	0	0
5447	4.2	0.5	0	0	3.0	2.9	4.6	1.3	0
54476	4.6	0	0	0	1.0	4.7	0	0	0
54480	1.6	0.5	4.2	0.6	0.4	1.6	0.7	0	0
54490	0.4	0	1.9	0	0	5.0	5.0	2.4	0
54492	1.0	0	0	0	1.0	2.2	0	1.1	0
54495	0	0	0	0	0	0	4.4	0	0
545	2.5	1.4	4.3	0.5	0.9	5.0	0.6	0	0
54511	5.0	0.7	0	0	3.1	1.3	5.0	1.1	0
54575	0.7	0	0	0	0	0.9	5.0	0.8	0
54576	1.5	0.7	0	0	0.7	1.9	5.0	0.8	0
54577	0.9	0	0	0	0	0.9	5.0	0.8	0
54578	1.5	0.6	0	0	0.9	1.8	5.0	0.7	0
54579	0.8	0	0	0	0	0.6	3.5	0.9	0
54600	1.1	0	0	0	0	1.0	5.0	0.9	0
54625	4.6	0	0	0	0	3.7	0	0.3	0
5464	4.7	0	0.9	0.7	1.7	1.5	0	0.8	0
5465	2.7	2.2	0	0	2.4	5.0	1.2	3.9	0
54657	0.9	0.9	1.5	0.3	0	0.9	5.0	1.4	0
54658	1.5	0.7	0	0	0.7	1.9	5.0	0.8	0
54659	0.8	0	0	0	0	0.8	5.0	1.0	0
54675	0.3	0.2	0.2	0	4.6	0.2	0.3	0	0
54677	4.4	0	0	0	1.0	1.3	0	5.0	0
54682	2.1	1.0	1.8	0	0	0	0.3	0.6	0
5469	1.5	0	0	0	0	5.0	0	1.3	0
5470	4.1	0	0	0	0.3	3.6	0	0	0
54704	2.3	0.3	0	0	4.7	2.5	0	0.3	0
54708	0	0	0	0	5.0	0	5.0	0.7	0.8
5471	4.4	0	0	0	1.2	0.4	0	0	0
54716	0	0	0	0	0	0	0.4	0	0
5475	4.0	0	0	0	2.4	3.5	0	0	0
5476	1.3	4.5	1.5	5.0	0.3	4.4	4.3	0.6	0
5478	3.3	4.3	0	0	1.6	2.7	1.0	0	0
5479	2.1	3.0	0	0	0.7	4.4	5.0	0	0
5480	0	1.1	0	0	0	0	1.3	0	0
54802	2.3	0	1.7	0	4.7	3.7	0	0	0
5481	4.7	0	0	0	2.0	5.0	0.7	0	0
54822	1.4	1.7	0	0	0.6	2.1	1.0	0	0
54857	0	0	0	0	0	0	0	0	0
548596	2.2	0.3	0	0	5.0	0.8	0	0.4	1.0
54861	2.8	0.3	0	0	0.3	4.3	0	0.3	0
54872	1.5	0	0	0	0	1.5	5.0	0	0
54898	1.0	0.5	0.2	0	1.3	0.2	5.0	0.6	0
549	0.8	0.8	0	0	4.7	0.5	0.7	0.5	0
54904	-1	-1	-1	-1	-1	-1	-1	-1	-1
54926	4.1	0	0	0	0	1.9	0	0	0
54935	5.0	1.1	0	0	0.6	5.0	0	0.6	0
54938	1.5	0	0	0	4.6	0.5	0	0	0
5494	4.3	1.4	0	0	0	5.0	0	0	0
54941	2.0	0	5.0	0	0	3.6	5.0	0	0
54947	1.6	0.3	4.0	0	1.7	0	5.0	0	0
5495	4.6	0	0	0	0	4.6	0	0	0
54956	4.3	0.4	0	0	0.9	5.0	4.3	0.3	0
5496	0.6	0	0	0	0.3	4.9	0	0.3	0
54961	3.5	0	0	0	0	4.2	0	0	0
54963	4.6	0	0	0	0	3.4	2.3	0	0
54965	2.9	0	0	0	0	1.8	4.0	0.8	0
5498	2.3	1.8	0	0.5	4.7	0.7	0	0	4.0
54981	4.6	0.4	0	0	0.9	1.5	0	0	0
54986	2.8	0	0	0	1.5	2.4	0.3	0.2	0
54988	1.5	0	0	0	4.3	0	0	0	0
5499	4.7	0	0	0	0.9	5.0	0.6	0	0
54995	4.5	0	0	0	4.7	0	1.1	0	0
55	1.3	5.0	1.2	4.2	1.0	0	0	0.5	0
5500	4.7	0.3	0	0	0	4.5	0.8	0	0
5501	4.7	0.6	0	0	5.0	5.0	1.2	0	0
55016	1.5	0.2	4.0	5.0	1.5	0	4.0	0	0
5502	0.9	2.1	0	0	0	1.7	1.3	0	0
55031	3.4	0	0.5	0	0	4.4	0	0	0
55033	2.2	3.0	1.4	0	0	1.8	4.6	0	0
5504	2.5	0	0	0	0.9	2.7	0	0.2	0
5506	1.4	0	0	0	0	1.1	0.8	0	0
55065	0	0	0	0	0.6	0	0	0	0
55066	3.1	0	0	0	4.0	0.3	0	1.3	0
5507	4.2	2.2	0.6	0	1.2	1.0	0.5	0	0
55072	4.5	0	0	0	0	3.3	0	0	0
55089	0	0	0	0	0	0	0	0.2	0
55093	4.3	0.8	0	0	0	4.6	0	0	0
55120	1.5	0	1.6	0	0.5	5.0	0	0.9	0
55140	1.9	0	0	0	0.8	5.0	0.5	1.0	0
55148	1.4	0	0	0	0	2.0	0	0	0
55149	1.3	0	0	0	4.7	1.5	0	0.9	0
5515	5.0	0.8	0	0	5.0	5.0	0.6	0	0
55157	0.6	0	0	0	4.8	4.3	0	0	0
55159	1.5	0	0	0	0	5.0	0	0	0
5516	4.6	0.7	0	0	0	3.5	0	0	0
55163	4.6	0	0	0	1.8	4.4	0	0	0
5518	5.0	0	0	0	5.0	5.0	0	0	0
5519	3.7	0	0	0	0	2.3	0	0	0
55190	4.0	0	0	0	0	4.2	0	0	0
55191	4.5	0.4	0	0	0.8	1.3	0.4	0.2	0
5520	4.0	0.2	0.7	0	0.2	4.2	0	0	0
55209	2.7	0	0	0	0	4.8	0	0	0
5521	4.1	0	0	0	4.4	1.1	0	0	0
55217	2.3	0.3	0	0	4.6	0	0	0.4	0
5522	4.1	0	0	0	0	1.5	0	0	0
55224	4.4	0	0	0	0	0	0	0	0
55229	2.4	0.2	0.2	0	0	1.3	0	0	0
5523	2.4	0	0	0	1.1	2.6	0.6	0	0
55230	3.7	0.4	0	0	0	0.2	0.5	1.0	0
55236	4.3	0	0	0	0.5	2.0	0	0	0
55244	0	0	0	0	0	0	0	0	0
55256	4.5	1.2	1.6	0	1.1	5.0	0	0.7	0
55268	0	0	0	0	4.3	0.4	0	0	0
55276	4.6	4.0	0.8	0	0.8	1.5	0	0	0
55277	1.6	0	0	0	0.4	1.4	0	0.7	0
55284	1.4	0	0	0	0	4.4	0	0	0
55293	3.4	0	0.2	0	0	2.2	0.2	0	0
5530	4.8	1.1	0	0	2.6	4.7	1.3	0	0
55301	4.2	0.4	0	0	0.6	0.8	0	0.3	0
55304	1.0	0.9	0	0	2.3	1.8	5.0	0	0
5531	4.7	0.5	0	0	1.1	5.0	0	0	0
55312	4.4	0.2	2.4	0	1.3	1.1	0	0	0
55315	0	0	4.2	5.0	0.9	0	0	0	0
5532	4.5	0.3	0	0	0.2	4.5	0	0.2	0
55326	1.6	0.2	1.7	0	4.5	3.6	4.2	0.2	0
5533	4.6	0	0.2	0	3.4	0.2	0	0	0
55331	0	0.7	5.0	1.7	0.6	0	5.0	0	0
5534	4.1	0.5	0	0	2.3	4.2	1.0	0	0
55343	0.1	0	5.0	0	0.2	0.1	0.5	0	0
55349	0.3	0	0	0	4.5	0.3	0	0.5	0
5535	3.0	0	0	0	0	1.5	0	0	0
55350	0	4.4	0	0.4	0	0	0.7	0	0
55351	2.8	0	0	0	1.2	0.8	0	0	0
55359	2.4	0.7	0	0	1.4	0.6	0.4	0	0
5536	4.7	0	0	0	0	4.5	0	0	0
55361	4.3	1.6	3.3	1.0	4.5	1.7	1.3	0.7	0
5537	5.0	1.8	2.0	0	3.0	2.3	0.8	0	0
5538	4.0	5.0	5.0	5.0	1.1	5.0	1.0	0	0
55454	0.7	0.7	5.0	0	1.2	0.7	2.1	0.7	0
5550	4.7	1.4	0.6	1.1	0.6	2.1	0	0	0
55500	4.6	0	0	0	0.4	4.3	0.3	0.3	0
55501	0	0.8	5.0	0	0	0	1.0	0	0
55512	0.7	2.4	3.3	1.0	0.5	0.2	0	0.2	0
55561	4.6	0.8	0	0.3	0.2	1.1	0	0.3	0
55568	0	0.9	4.7	0.5	0	0	1.2	0.3	0
55577	4.4	0	0.6	0	0	0.3	0	0.4	0
55585	3.6	0	0	0	0	4.0	0	0	0
55586	4.7	1.3	0	0	0.9	2.5	0	0	0
55589	2.5	0	0	0	0	4.6	0	0	0
55593	4.6	0	0	0	0	0.6	0	0	0
55613	4.5	0	0	0	0	5.0	0	0	0
5562	4.7	0.8	0	0	1.1	4.3	0	0	0
55621	2.5	0	0	0	2.9	4.3	0	0	0
55624	0.3	1.7	5.0	0	0	0	0.9	0	0
55627	0	0	4.0	0.1	0.3	0.1	4.1	0.2	0
5563	4.5	0.2	4.0	0.6	1.0	4.2	0.5	0	0
5565	4.4	0.5	0	0	0	4.5	0	0	0
55650	0	0	0.8	0	0	0	5.0	0	0
55658	4.5	0.6	0	0.5	0	5.0	0	0	0
5566	4.6	4.0	0	0	3.5	5.0	0.6	0	0
55662	4.5	0	0	0	1.2	5.0	0	0	0
5567	4.5	4.0	0	0	0.4	4.3	0	0	0
55676	0.5	0	5.0	0	0.2	0	0.7	0.2	0
5568	4.5	4.0	0	0	0.5	4.2	0	0.2	0
55683	1.5	0.9	0	0	0.5	5.0	0	0	0
55687	0.9	1.7	0	0	4.4	4.2	0.7	0.5	0
55699	4.6	0	0	0	4.8	1.2	0	0	0
55703	4.4	0	0	0	0	5.0	0	0.2	0
55711	2.0	0	1.9	0.3	0.7	1.7	0	5.0	0
55718	4.3	0.2	0.6	0	1.1	5.0	0	0	0
5573	4.1	0.7	0	0	0	2.8	0	0	0
55743	0.5	0	0	0	0	5.0	0	0	0
55748	4.5	0	0	0	0	4.2	0	0	0
5575	4.1	0	0	0	0	1.3	0	0	0
55750	4.3	0	0	0	5.0	1.1	0	0.4	5.0
55757	0.3	0	0.2	0	0.3	0	4.4	1.4	0
5576	4.1	0	1.6	0	0	0.7	0	0	0
55768	4.0	0.3	0.6	0.5	0	3.5	1.8	0	0
5577	4.5	0.2	1.9	0	2.0	2.3	0	0	0
5578	5.0	1.6	0	0.7	3.7	4.6	4.2	0	0
55781	4.2	0	0	0	0	4.5	0	0	0
5579	4.7	1.4	0	0.5	1.2	5.0	0	0	0
55790	0	1.9	5.0	0	0	0	1.5	0	0
558	0.9	5.0	0.3	0.4	0.8	1.7	0	0	0
5580	5.0	4.3	2.1	4.1	1.9	5.0	5.0	0	0
55808	0.8	2.0	4.7	1.1	0.3	0.9	0.9	0.4	0
5581	5.0	0	2.0	0	3.1	3.6	4.2	0	0
55811	5.0	1.2	0	0	3.7	5.0	0.6	0.8	0
55819	1.4	0.2	0	0	0.7	1.4	0.2	0	0
5582	4.7	0	0	0	0	3.2	0.3	0	0
55821	2.5	1.2	0	0	0	0.9	0	0.7	0
55825	4.3	0	0	0	2.7	0	0.7	5.0	0
5583	4.8	0	0.7	0	1.1	1.3	0	0.3	0
55830	0	1.6	3.9	0.4	1.8	0	0.7	0	0
5584	5.0	4.1	2.6	0	0.7	5.0	0.9	0.2	0
5585	4.8	0	0.6	0	0	5.0	0	0	0
55856	4.5	0	0	0	4.0	2.5	0	0	0
5586	4.8	0	0	0.6	0	5.0	0	0	0
55867	0	0.8	0	0	0	0	0	0	0
5587	4.5	2.2	5.0	0.6	1.0	1.7	1.9	0	0
55870	2.5	0	4.3	0	0	4.8	0	0	0
55872	3.3	0.8	0	0	0.3	4.5	0.3	0	0
5588	4.7	0.6	0	0	0.8	2.3	0	0	0
5589	0	0	0	0.5	0	0	5.0	0	0
5590	4.8	1.0	0	0	1.1	3.3	0	0.4	0
55902	4.7	0.5	0	0	4.4	4.5	0	1.6	0
55904	1.6	0	0	0	0	5.0	0	0	0
55907	3.0	1.4	0	0.5	0.5	4.7	0.6	0	0
5591	4.1	0	0	0	0.7	5.0	0	0	0
5592	4.8	1.3	2.3	0	2.2	1.7	1.3	0	0
5593	4.6	0	0	0	0.8	3.1	0	0	0
5594	5.0	4.5	5.0	4.3	5.0	5.0	1.5	0	0
5595	5.0	2.9	5.0	1.5	5.0	4.8	1.9	1.1	0
5596	4.4	0	0	0	0.3	4.3	0	0	0
55967	4.5	0	0	0	5.0	0.8	0	0.8	0
5597	4.6	0	0	0	0	4.6	0	0	0
5598	4.7	1.5	0	0	1.0	5.0	0	0	0
5599	4.8	2.8	0	1.6	3.8	4.8	2.7	0.9	0
5600	4.5	0.8	0	0	2.7	4.5	0	0.5	0
5601	4.6	1.7	0	0.7	3.1	4.6	1.3	0	0
5602	4.6	0	0	0	4.3	4.4	0	0	1.0
5603	4.6	1.3	0	0	0	3.8	0	0	0
5604	4.8	2.2	5.0	0.7	5.0	5.0	5.0	0	0
5605	5.0	5.0	5.0	0	5.0	5.0	5.0	0	0
56052	0	1.0	0.9	0.5	0	0	4.4	0.5	0
5606	4.8	1.6	0	0	1.3	4.7	1.9	0	0
5607	3.2	2.2	0	0	0.8	3.8	0.6	0.8	0
5608	4.6	1.2	0	0	0.6	4.7	0	0	0
5609	4.7	2.5	1.6	1.0	2.2	4.7	1.5	0.7	0
5610	4.6	0	0	0	0.9	5.0	1.6	0	0
5613	2.8	0	0	0	0	5.0	0	0	0
5616	-1	-1	-1	-1	-1	-1	-1	-1	-1
56164	1.5	0	0.3	0	0	3.5	0	0	0
5625	-1	-1	-1	-1	-1	-1	-1	-1	-1
56254	0	0	0	0	0	5.0	0	0	0
56261	3.7	0.3	0	0	0	2.6	0	0	0
56267	-1	-1	-1	-1	-1	-1	-1	-1	-1
56301	0	0	0	0	0	1.5	0	0	0
5631	4.7	0.5	0	0	0.8	1.1	0.3	0	0
56339	1.6	0	0	0	0	5.0	0	0	0
5634	2.7	0	0	0	0	1.5	0	0.3	0
5641	3.0	4.4	0	4.5	0	0.8	0.9	0.4	0
56474	4.4	0	0.4	0	0.6	1.5	0.6	1.0	0
56548	0	1.4	4.3	0.3	0	0	0.9	0	0
5660	0.2	4.2	2.7	5.0	0.7	1.5	1.0	0.4	0
56603	1.7	1.5	1.2	0.2	0	1.1	4.3	0.2	0
56606	0.6	0	0	0	0	0	0	1.5	0
56623	4.4	0	3.4	0.7	0	2.0	0	0	0
56624	0	5.0	5.0	0.9	5.0	0	1.3	0	0
56655	3.0	0	0	0	0	5.0	0	0	0
5681	2.8	0	5.0	0	1.1	5.0	5.0	0	0
56829	4.6	1.1	1.9	0.2	0.5	3.6	0	0	0
56848	5.0	1.2	0	0	4.2	5.0	4.2	0	0
56852	2.5	0	0	0	0	5.0	0	0	0
56894	0	0	4.2	0	0	5.0	4.1	0	0
56895	0	0.3	0	0	3.3	1.5	4.4	0.5	0
56898	4.6	0	0	0	2.2	0.7	0.7	0.7	0
56903	1.3	0	0	0	0.8	3.7	0	0	0
56913	1.4	3.2	4.3	0	0	1.4	2.0	0	0
56922	4.3	0	0	0	4.8	1.1	0	0	0
56924	-1	-1	-1	-1	-1	-1	-1	-1	-1
56940	4.0	0.7	0	0	1.0	3.9	0	0	0
56953	1.2	0.9	0	0	4.6	1.6	0	1.2	0
56954	4.5	4.0	0	0	2.4	1.6	0	0.2	0
56965	1.4	0	0	0	0	2.0	0	0	0
56994	0.6	0	4.0	0	1.1	0	3.5	0.6	0
570	5.0	0.6	0	0	1.1	0.7	0	5.0	0
57016	4.4	3.2	0	3.3	3.7	2.2	0	0.6	0
57026	5.0	1.0	0	0	0.8	0.9	0	0.5	0
57030	0	1.1	0	0	0.8	1.6	0	0.9	0
57038	2.5	0	0	0	4.7	0	0	0	0
57084	0	0.7	0	0	0.9	2.0	0	0.2	0
57094	0.2	3.6	1.4	0	1.6	0.3	0	0.2	0
57097	3.1	0	0	0	0	5.0	0	0	0
57104	3.4	1.6	0.3	0.5	2.4	4.3	4.4	1.8	0
57115	0	3.7	0	0.5	0.5	0	0	0.2	0
57118	3.5	0.3	0	0	0.8	5.0	0	0.3	0
57127	0	0	0	0	0	0	0.6	0	0
57134	0.6	0.7	5.0	0.2	0.8	0	3.0	0	0
57144	-1	-1	-1	-1	-1	-1	-1	-1	-1
57154	4.3	1.7	0	0.6	2.3	4.3	0	1.2	0
57171	0	0	0.7	0	0	0	4.2	0	0
57172	2.8	0.3	3.0	0	0.3	1.2	0.3	0	0
57176	3.2	0	0	0	4.2	1.2	0	0	0
57194	0	0	0	0	0	0	5.0	0	0
57198	1.4	0	5.0	0	0	1.4	3.2	0	0
5723	4.5	0	0	0	0.6	0.3	0	0	0
5728	4.7	3.8	0	1.1	3.4	5.0	1.2	0.7	0
57282	0.9	0	0	0	0	0	0	0	0
5730	1.1	5.0	4.0	0.9	0	3.5	5.0	1.1	0
57379	1.5	0.8	0	0	1.1	5.0	0	0	0
57393	-1	-1	-1	-1	-1	-1	-1	-1	-1
57396	1.6	0	0	0	0	4.1	0	0	0
5740	1.1	4.3	1.2	0.6	0.8	5.0	5.0	1.3	0
57406	0.1	1.6	0.9	4.0	3.1	0	0.6	0.2	0
57412	4.4	1.0	0	0	0.7	2.4	0	0	0
57419	0.6	0	0	0	0	0	0	0	0
5742	1.8	1.9	4.1	0.7	2.3	1.8	5.0	1.3	0
5743	2.5	3.1	0	1.0	2.6	3.4	5.0	2.1	0
57448	3.3	0	5.0	0	0.9	3.3	0	0	0
57468	0.7	1.1	0	0	0	1.0	0	0	0
5747	5.0	2.5	0	0	1.1	5.0	0.6	0	0
57478	2.7	0	0	0	0	5.0	0	0	0
57486	2.7	4.0	0	0	4.4	0.9	0	0	3.4
57505	2.5	0	0	0	5.0	0.5	0	0	0
57520	1.8	0	1.7	0	2.4	1.1	0	0	0
5753	4.5	0.4	0	0	0.7	5.0	0	0.6	0
57531	2.4	0	5.0	0	0	4.3	5.0	0	0
57534	4.5	0	0	0	0.4	2.3	0	0	0
5754	0	2.1	0.3	0	0	0.9	0.3	0	0
57546	1.2	0	0	0	4.7	0.9	0	0	0
57551	4.4	0	0	0	0	3.8	0	0	0
57558	1.2	0.8	0	0	0	3.1	0	0	0
57559	4.3	0	0	0.8	0	1.5	0	0	0
57571	4.0	0	0	0	0	0	0	0	0
57574	0.4	1.3	5.0	0.8	0.4	0	0	0	0
57595	1.9	0	0	0	0.9	2.2	0	0	0
57602	1.6	0	0	0	0	5.0	0	0	0
57630	5.0	0	3.2	0	0	3.0	0	0	0
57646	3.6	0	0	0	0	5.0	0	0	0
57663	1.1	1.3	0	0	0.3	3.4	0	0	0
57665	1.5	0	0	0	0	1.7	4.0	0	0
57678	1.7	0	0	0	4.4	0.8	1.8	1.6	0
57695	0	0	0	0	0	4.6	0	0	0
5770	4.7	1.4	0	0.7	1.1	2.3	4.7	0	0
57704	4.5	0	4.3	2.1	0.9	2.0	5.0	0.3	0
5771	4.4	0.7	0	0	0.8	5.0	5.0	0.5	0
57733	-1	-1	-1	-1	-1	-1	-1	-1	-1
5774	3.0	0	0	0	0.7	1.9	0	0	0
5775	4.7	0	0	0	0	4.3	0	0	0
57761	4.1	0	0	0	2.6	4.5	2.1	1.1	0
5777	4.6	4.1	0	0	0.2	5.0	0	0.2	0
5778	4.3	0	0.5	0	1.3	4.2	0	0	0
57787	4.7	0	0	0	0	2.7	0	0	0
5780	2.0	0	0.8	0	0.8	4.3	0	0	0
57804	4.2	0.4	0	0	4.1	4.4	0	0	0
5781	4.8	1.8	0	0	3.1	5.0	1.7	0.2	0
57818	0.8	0	0	0	0	0	4.3	0	0
5782	4.7	0.6	0	0	0	4.2	0.3	0	0
57820	1.5	0.3	0	0	0	5.0	0	0	0
5783	3.6	0	0	0	0	5.0	0	0	0
57834	0	0.9	0.7	0.4	1.2	0	4.3	0.3	1.1
57835	0.9	0	0	0	0	0	0	0	0
5784	2.1	0.8	0	0	1.6	5.0	0	0	0
5786	1.9	0.8	1.4	0	0	1.6	2.0	0	0
5787	0.6	1.6	0.4	0	0.5	0	0.7	0.4	0
5788	2.2	2.7	0	1.1	1.2	3.1	1.0	1.1	0
5789	0	1.2	0.4	0	1.0	0	0.6	0	0
5791	0	0	0	0	0	5.0	2.1	0.4	0
5792	0.6	1.2	1.5	0	0	0.2	1.0	0.2	0
5793	0.3	1.5	0	0	0.3	0	0	0.8	0
5794	0.2	0.8	0	0.2	2.7	0.2	0.4	0.5	0
5795	0	1.3	0	0	0	1.5	0.5	0	0
5796	0	1.7	0	0	0	0.7	0.9	0	0
5797	0	1.3	0	0	0	0	0.5	0.5	0
5798	1.5	0.9	2.0	0	0.5	5.0	0	0	0
5799	1.0	2.3	0.9	0.4	0.3	0	2.7	0	0
580	1.7	0	0	0	0	5.0	0	0	0
5800	1.4	1.9	0	0	0	2.2	0.4	0.8	0
5801	4.2	1.0	0	0.3	0	0	1.1	0.7	0
5802	2.2	2.1	0.6	0	0	0	1.1	0.4	0
5803	0	3.5	0	0.4	0.3	0	0	0.6	0
5805	4.7	1.4	0	0.6	4.5	1.8	1.0	0	0
5810	0.8	0.6	0	0	0.5	5.0	0	0.2	0
58190	1.8	0	0	0	0	5.0	0	0	0
5825	4.2	0.5	0	0.6	3.4	0.2	0.7	5.0	0
5831	2.6	1.0	0	0	5.0	0	0	0	0
5832	4.7	0	0	0	5.0	0.9	0	0	0
5833	3.1	0	0	0	1.1	1.7	4.2	0.7	0
5834	3.2	4.1	0	4.0	1.1	1.2	1.0	0	0
5836	4.8	4.0	0	0	0	1.4	0	0	0
5837	4.4	0	0	0	1.6	0.5	0	0	0
58478	4.5	0.6	0	0	1.2	3.7	0.4	0.7	0
58508	1.5	0	0	0	0	5.0	0	0	0
58510	0	0	0	0	4.0	0	0	0	0
5859	5.0	0	0	0	4.1	0	0	0	0
586	4.6	0	0	0	3.7	1.5	0	0.2	0
5860	4.4	0	0	0	2.4	0.9	2.2	0	0
587	1.6	0	0	0	5.0	0.3	0	0	0
5871	2.7	0	4.1	0	0	1.6	0	0.2	0
5883	1.6	0	0	0	0.7	5.0	0	0.6	0
5891	3.0	0	1.7	0	0	4.4	2.3	0	0
5894	5.0	1.3	4.1	0	5.0	5.0	0	0	0
5896	2.2	1.3	0	0	2.3	4.8	0	0	0
590	1.7	4.5	0	1.1	1.4	2.8	3.4	0.4	0
5917	5.0	1.0	0	0	1.1	4.8	0	1.3	0
59272	0.9	5.0	0	0.7	0.8	1.4	1.4	1.4	0
593	2.9	1.4	0	1.2	5.0	1.5	0	1.2	0
5930	4.3	0	0	0	0	5.0	0	0	0
594	0	0.9	0	0	5.0	0	0.5	0.6	0
5947	4.7	1.4	0	0	0.5	4.6	0	0.8	0
5948	4.7	1.0	1.7	0	0	2.2	0	1.0	0
5950	4.3	5.0	0	0	1.0	0.5	0.6	1.2	0
5959	0	1.9	0	0.6	0.2	0	5.0	0.5	0
5973	4.7	0.5	0	0	0	0.7	0	0.3	0
5979	4.5	2.5	0.2	0	1.1	2.0	1.1	0.4	0
5980	1.5	0	0	0	0.5	4.7	0	0	0
5985	1.7	0.5	0	0	0	4.6	0	1.0	0
6005	1.0	0.9	0	0	1.2	1.3	0.4	0	0
6011	2.9	0	0	0	0	1.3	0	0.3	0
6015	4.3	0	0	0	0.9	5.0	0	0	0
60386	1.6	0.8	0	0	5.0	0.8	0	1.6	0
6045	0	0	0	0	0	5.0	0	0	0
6048	0.9	0	0	0	5.0	3.1	5.0	1.2	0
60481	0.5	0	0.2	0	0.8	0.6	5.0	1.5	0
60482	1.1	1.3	0	0.7	0.6	0.7	0	0	0
60487	2.5	0.4	1.1	0	0.9	0.2	0.2	0.3	0
60490	4.6	2.1	0	0	0.5	0	0.3	0	0
60496	4.2	0.7	0	0.7	2.5	2.4	0	0	0
60559	0	1.9	0	0	0.8	0	4.4	0	0
60681	0	2.1	0	0	0	0	3.9	0.4	0
6093	4.7	4.3	3.3	0	1.7	2.5	0.5	0	0
6095	1.5	1.0	0	0	0	5.0	0	0	0
6098	0	1.0	0	0.2	0	1.0	0	0.2	0
6120	4.3	0	0	0	0	2.6	0	0	0
6121	1.5	1.0	0	0.9	0.6	2.0	5.0	1.1	0
613	4.7	0	0	0	0.8	2.5	0	0.6	0
6184	4.1	0.8	0.6	0.1	0.3	1.6	4.7	0.4	0
6185	0	1.7	0.9	0.4	0	0	4.6	0.2	0
6195	4.8	1.4	0	0	1.3	5.0	0.7	0	0
6196	4.8	1.0	0	0	0.5	5.0	0	1.0	0
6197	4.8	1.1	0.7	0	1.2	4.7	0	0	0
6198	4.8	1.7	1.7	1.7	5.0	5.0	1.4	0	0
6199	3.7	0.4	0	0	0	5.0	0	0	0
622	1.9	0	0	0	4.8	4.5	0	0.8	0
6240	4.9	0	0	0	0	3.6	0	0	0
6241	4.8	0	0	0	0.9	2.5	0.3	1.2	0
6256	0	1.1	1.4	0	0	5.0	0	2.3	0
6259	0.1	1.2	0.1	0.2	0.1	4.4	0.1	0.1	0
6296	0.2	0.7	0	0	3.5	0.3	0	0.3	0
6300	4.7	0.6	0	0	5.0	5.0	0	0	0
6301	4.7	0	0	0	0.9	3.6	0	0	0
6303	4.3	0.8	0	0	1.4	2.2	0.7	0.6	0
6307	0	0	1.6	0	0	0	4.3	0	0
6309	0	0	0	0.3	0	0	3.3	0.3	0
6319	3.1	1.7	0.3	0	1.9	4.4	5.0	2.4	0
6342	4.6	1.6	0	1.1	3.9	4.5	1.5	5.0	0
635	4.8	5.0	0	0.9	1.5	2.0	0.9	0	0
6382	2.4	3.1	4.0	4.1	1.3	1.7	0.9	0	0
6389	0	0	0	0	5.0	4.2	0	0	0
63891	4.0	0	0	0	0.6	4.2	0	0	0
63893	3.1	0	0	0	0	5.0	0	0	0
6390	1.0	0.2	0	0	5.0	4.3	0	0	0
